0.922403183753052,1
0.0364298724954463,0
0,0
0,0
1,1
0,0
0,0
0,0
0.0522233078378335,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999866633143844,1
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999866633143844,1
0,0
1,1
1,1
1,1
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0.962724386371962,1
0,0
1,1
0.100994721724984,0
0,0
1,1
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0.999953728999586,1
0.905320535608484,1
0.0547945205479452,0
0.000702683711251047,0
0.00557138334916113,0
1,1
0.0353415443164631,0
0.0917782026768642,1
0.000702683711251047,0
0.0411313614181854,0
0.0419602649006622,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999866633143844,1
1,1
0,0
0,0
0,0
1,1
0.0185600112188332,0
0.96031186598589,1
0,0
0,0
0.105222246279331,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
0,0
1,1
0,0
0.00996191737646392,0
0.198448140290491,0
0,0
0,0
1,1
0,0
0,0
0,0
0.735059336047757,1
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0.590175760762797,1
0.266483910555759,0
0,0
0,0
1,1
0,0
0,0
0,0
0.0111450184326555,0
0,0
0,0
1,1
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999955796787631,1
0.369093490164267,0
0.253878702397743,0
0,0
0,0
1,1
0,0
0,0
0,0
0.395163265012171,1
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0.999953728999586,1
0.936353529890868,1
0.0259794743507074,0
0,0
0,0
1,1
0,0
0,0
0,0
0.0616288829754245,0
0,0
1,1
0,0
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
0,0
1,1
0.34270627253619,0
0.997192756664882,1
1,1
0.0504848847601725,0
0.245436543914876,0
0.34270627253619,0
0,0
0.00262421094830659,0
1,1
0,0
0,0
0,0
1,1
0.00314193042305613,0
0.784597702876287,1
0,0
0,0
0.68088058550632,0
0,0
1,1
0.507372099696907,0
0.969755906371809,0
1,1
0.00338192992818752,0
0.352211092426404,1
0.507372099696907,0
0,0
0.00449663035976863,0
0,0
1,1
0.048862679694829,0
0.985071796899468,1
1,1
0.0182351928638901,0
0.213777786741463,0
0.048862679694829,0
0,0
0.0123700452438988,0
0,0
1,1
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999198598447716,1
0.922403183753052,1
0.0364298724954463,0
0,0
0,0
1,1
0,0
0,0
0,0
0.0522233078378335,0
0,0
0,0
1,1
0.0221955664520971,0
0.0532147344402452,0
1,1
0.225899702715171,0
0.655686147858191,1
0.0221955664520971,0
0,0
0.000593081264679034,0
1,1
0,0
0,0
0,0
1,1
0.0185600112188332,0
0.96031186598589,1
0,0
0,0
0.105222246279331,0
0.0766888586807171,0
0.0251177394034537,0
0,0
0,0
1,1
0,0
0,0
0,0
0.931336979730988,1
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999866633143844,1
0.922403183753052,1
0.0364298724954463,0
0,0
0,0
1,1
0,0
0,0
0,0
0.0522233078378335,0
0,0
0.936353529890868,1
0.0259794743507074,0
0,0
0,0
1,1
0,0
0,0
0,0
0.0616288829754245,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
0,0
1,1
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0.999999146618774,1
0,0
1,1
0.00673423928996944,0
0.136145821268205,0
1,1
0.0315830907590115,0
0.908413640623873,1
0.00673423928996944,0
0,0
0.03751072691242,0
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999955796787631,1
0,0
1,1
0.000828852739883491,0
0.0264911150434175,0
1,1
0.0355145964648249,0
0.923020986931141,1
0.000828852739883491,0
0,0
0.0458728769017359,0
0,0
1,1
0.048862679694829,0
0.985071796899468,1
1,1
0.0182351928638901,0
0.213777786741463,0
0.048862679694829,0
0,0
0.0123700452438988,0
0,0
1,1
0.048862679694829,0
0.985071796899468,1
1,1
0.0182351928638901,0
0.213777786741463,0
0.048862679694829,0
0,0
0.0123700452438988,0
0,0
0,0
0,0
0,0
1,1
0,0
0.962724386371962,1
0,0
1,1
0.100994721724984,0
0.482978445068805,1
0.40643311307817,0
0,0
0,0
1,1
0,0
0,0
0,0
0.00542592906006793,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0.999953728999586,1
0,0
1,1
0.487879397916406,0
0.998442414845541,1
1,1
0.00726011527122314,0
0.0745577529967774,0
0.487879397916406,0
0,0
0.00629459957977116,0
0,0
1,1
0.048862679694829,0
0.985071796899468,1
1,1
0.0182351928638901,0
0.213777786741463,0
0.048862679694829,0
0,0
0.0123700452438988,0
0,0
1,1
0.00673423928996944,0
0.136145821268205,0
1,1
0.0315830907590115,0
0.908413640623873,1
0.00673423928996944,0
0,0
0.03751072691242,0
1,1
0,0
0,0
0,0
1,1
0.0185600112188332,0
0.96031186598589,1
0,0
0,0
0.105222246279331,0
0,0
1,1
0.00673423928996944,0
0.136145821268205,0
1,1
0.0315830907590115,0
0.908413640623873,1
0.00673423928996944,0
0,0
0.03751072691242,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0.99993612899814,1
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0.999953728999586,1
1,1
0,0
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0.962724386371962,1
0,0
1,1
0.100994721724984,0
0,0
1,1
0.0149422845852775,0
0.735295645205181,0
1,1
0.0821129548963237,0
0.898965454852428,1
0.0149422845852775,0
0,0
0.00257446438331328,0
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999955796787631,1
0.627931685893134,0
0.00285459411239964,0
0,0
0,0
1,1
0,0
0,0
0,0
0.533569406715734,1
0,0
1,1
0,0
0,0
0,0
1,1
0.116410004578472,0
0.986533149781446,1
0,0
0,0
0.0151659233731019,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.9975857546115,1
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999866633143844,1
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0.00991791914435626,0
0.211243311262389,0
0.000374648074663593,0
0.0061153325054376,0
1,1
0.0315937799471391,0
0.292544403636412,1
0.000374648074663593,0
0.720234937942253,1
0.000882074837055698,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
0,0
1,1
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0.999736331718014,1
0,0
1,1
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
